Sorter,Sorting Type,Array Size,Run Number,Duration (ms)
SelectionSortGPT,RANDOM,5000,43,30.37
SelectionSortGPT,RANDOM,5000,44,30.48
SelectionSortGPT,RANDOM,5000,45,30.34
SelectionSortGPT,RANDOM,5000,46,30.26
SelectionSortGPT,RANDOM,5000,47,30.85
SelectionSortGPT,RANDOM,5000,48,32.66
SelectionSortGPT,RANDOM,5000,49,30.83
SelectionSortGPT,RANDOM,5000,50,30.35
SelectionSortGPT,RANDOM,10000,1,120.37
SelectionSortGPT,RANDOM,10000,2,122.90
SelectionSortGPT,RANDOM,10000,3,122.28
SelectionSortGPT,RANDOM,10000,4,120.89
SelectionSortGPT,RANDOM,10000,5,120.47
SelectionSortGPT,RANDOM,10000,6,121.39
SelectionSortGPT,RANDOM,10000,7,125.78
SelectionSortGPT,RANDOM,10000,8,121.68
SelectionSortGPT,RANDOM,10000,9,120.68
SelectionSortGPT,RANDOM,10000,10,119.61
SelectionSortGPT,RANDOM,10000,11,122.13
SelectionSortGPT,RANDOM,10000,12,122.95
SelectionSortGPT,RANDOM,10000,13,120.46
SelectionSortGPT,RANDOM,10000,14,121.12
SelectionSortGPT,RANDOM,10000,15,120.97
SelectionSortGPT,RANDOM,10000,16,122.28
SelectionSortGPT,RANDOM,10000,17,123.15
SelectionSortGPT,RANDOM,10000,18,119.92
SelectionSortGPT,RANDOM,10000,19,121.40
SelectionSortGPT,RANDOM,10000,20,120.67
SelectionSortGPT,RANDOM,10000,21,120.50
SelectionSortGPT,RANDOM,10000,22,121.72
SelectionSortGPT,RANDOM,10000,23,121.40
SelectionSortGPT,RANDOM,10000,24,121.45
SelectionSortGPT,RANDOM,10000,25,123.41
SelectionSortGPT,RANDOM,10000,26,120.61
SelectionSortGPT,RANDOM,10000,27,121.23
SelectionSortGPT,RANDOM,10000,28,121.44
SelectionSortGPT,RANDOM,10000,29,121.56
SelectionSortGPT,RANDOM,10000,30,120.72
SelectionSortGPT,RANDOM,10000,31,123.18
SelectionSortGPT,RANDOM,10000,32,120.82
SelectionSortGPT,RANDOM,10000,33,124.23
SelectionSortGPT,RANDOM,10000,34,119.98
SelectionSortGPT,RANDOM,10000,35,120.92
SelectionSortGPT,RANDOM,10000,36,124.80
SelectionSortGPT,RANDOM,10000,37,120.39
SelectionSortGPT,RANDOM,10000,38,121.70
SelectionSortGPT,RANDOM,10000,39,120.65
SelectionSortGPT,RANDOM,10000,40,120.75
SelectionSortGPT,RANDOM,10000,41,167.55
SelectionSortGPT,RANDOM,10000,42,120.64
SelectionSortGPT,RANDOM,10000,43,121.38
SelectionSortGPT,RANDOM,10000,44,120.96
SelectionSortGPT,RANDOM,10000,45,120.60
SelectionSortGPT,RANDOM,10000,46,123.49
SelectionSortGPT,RANDOM,10000,47,121.60
SelectionSortGPT,RANDOM,10000,48,122.18
SelectionSortGPT,RANDOM,10000,49,120.22
SelectionSortGPT,RANDOM,10000,50,120.93
SelectionSortGPT,SORTED,1000,1,1.18
SelectionSortGPT,SORTED,1000,2,1.21
SelectionSortGPT,SORTED,1000,3,1.18
SelectionSortGPT,SORTED,1000,4,1.18
SelectionSortGPT,SORTED,1000,5,1.18
SelectionSortGPT,SORTED,1000,6,1.18
SelectionSortGPT,SORTED,1000,7,1.19
SelectionSortGPT,SORTED,1000,8,1.23
SelectionSortGPT,SORTED,1000,9,1.19
SelectionSortGPT,SORTED,1000,10,1.18
SelectionSortGPT,SORTED,1000,11,1.34
SelectionSortGPT,SORTED,1000,12,1.46
SelectionSortGPT,SORTED,1000,13,1.19
SelectionSortGPT,SORTED,1000,14,1.20
SelectionSortGPT,SORTED,1000,15,1.20
SelectionSortGPT,SORTED,1000,16,1.20
SelectionSortGPT,SORTED,1000,17,1.25
SelectionSortGPT,SORTED,1000,18,1.27
SelectionSortGPT,SORTED,1000,19,1.21
SelectionSortGPT,SORTED,1000,20,1.21
SelectionSortGPT,SORTED,1000,21,1.19
SelectionSortGPT,SORTED,1000,22,1.19
SelectionSortGPT,SORTED,1000,23,1.19
SelectionSortGPT,SORTED,1000,24,1.20
SelectionSortGPT,SORTED,1000,25,1.20
SelectionSortGPT,SORTED,1000,26,1.19
SelectionSortGPT,SORTED,1000,27,1.21
SelectionSortGPT,SORTED,1000,28,1.21
SelectionSortGPT,SORTED,1000,29,1.19
SelectionSortGPT,SORTED,1000,30,1.20
SelectionSortGPT,SORTED,1000,31,1.25
SelectionSortGPT,SORTED,1000,32,1.19
SelectionSortGPT,SORTED,1000,33,1.20
SelectionSortGPT,SORTED,1000,34,1.19
SelectionSortGPT,SORTED,1000,35,1.19
SelectionSortGPT,SORTED,1000,36,1.20
SelectionSortGPT,SORTED,1000,37,1.19
SelectionSortGPT,SORTED,1000,38,1.19
SelectionSortGPT,SORTED,1000,39,1.19
SelectionSortGPT,SORTED,1000,40,1.19
SelectionSortGPT,SORTED,1000,41,1.19
SelectionSortGPT,SORTED,1000,42,1.21
SelectionSortGPT,SORTED,1000,43,1.21
SelectionSortGPT,SORTED,1000,44,1.19
SelectionSortGPT,SORTED,1000,45,1.19
SelectionSortGPT,SORTED,1000,46,1.20
SelectionSortGPT,SORTED,1000,47,1.18
SelectionSortGPT,SORTED,1000,48,1.18
SelectionSortGPT,SORTED,1000,49,1.18
SelectionSortGPT,SORTED,1000,50,1.19
SelectionSortGPT,SORTED,5000,1,30.02
SelectionSortGPT,SORTED,5000,2,30.31
SelectionSortGPT,SORTED,5000,3,30.19
SelectionSortGPT,SORTED,5000,4,30.99
SelectionSortGPT,SORTED,5000,5,29.85
SelectionSortGPT,SORTED,5000,6,30.19
SelectionSortGPT,SORTED,5000,7,29.97
SelectionSortGPT,SORTED,5000,8,29.98
SelectionSortGPT,SORTED,5000,9,30.21
SelectionSortGPT,SORTED,5000,10,30.15
SelectionSortGPT,SORTED,5000,11,29.70
SelectionSortGPT,SORTED,5000,12,30.33
SelectionSortGPT,SORTED,5000,13,30.14
SelectionSortGPT,SORTED,5000,14,30.13
SelectionSortGPT,SORTED,5000,15,30.03
SelectionSortGPT,SORTED,5000,16,30.61
SelectionSortGPT,SORTED,5000,17,30.02
SelectionSortGPT,SORTED,5000,18,30.16
SelectionSortGPT,SORTED,5000,19,29.86
SelectionSortGPT,SORTED,5000,20,30.07
SelectionSortGPT,SORTED,5000,21,30.09
SelectionSortGPT,SORTED,5000,22,29.85
SelectionSortGPT,SORTED,5000,23,29.86
SelectionSortGPT,SORTED,5000,24,29.89
SelectionSortGPT,SORTED,5000,25,31.28
SelectionSortGPT,SORTED,5000,26,30.00
SelectionSortGPT,SORTED,5000,27,30.10
SelectionSortGPT,SORTED,5000,28,29.92
SelectionSortGPT,SORTED,5000,29,29.99
SelectionSortGPT,SORTED,5000,30,30.02
SelectionSortGPT,SORTED,5000,31,30.73
SelectionSortGPT,SORTED,5000,32,29.83
SelectionSortGPT,SORTED,5000,33,30.01
SelectionSortGPT,SORTED,5000,34,30.02
SelectionSortGPT,SORTED,5000,35,30.28
SelectionSortGPT,SORTED,5000,36,29.94
SelectionSortGPT,SORTED,5000,37,30.00
SelectionSortGPT,SORTED,5000,38,29.98
SelectionSortGPT,SORTED,5000,39,30.77
SelectionSortGPT,SORTED,5000,40,29.82
SelectionSortGPT,SORTED,5000,41,29.80
SelectionSortGPT,SORTED,5000,42,30.00
SelectionSortGPT,SORTED,5000,43,30.99
SelectionSortGPT,SORTED,5000,44,29.99
SelectionSortGPT,SORTED,5000,45,30.71
SelectionSortGPT,SORTED,5000,46,30.33
SelectionSortGPT,SORTED,5000,47,30.63
SelectionSortGPT,SORTED,5000,48,30.21
SelectionSortGPT,SORTED,5000,49,29.99
SelectionSortGPT,SORTED,5000,50,29.77
SelectionSortGPT,SORTED,10000,1,120.17
SelectionSortGPT,SORTED,10000,2,120.93
SelectionSortGPT,SORTED,10000,3,119.22
SelectionSortGPT,SORTED,10000,4,119.89
SelectionSortGPT,SORTED,10000,5,119.87
SelectionSortGPT,SORTED,10000,6,120.03
SelectionSortGPT,SORTED,10000,7,129.45
SelectionSortGPT,SORTED,10000,8,124.20
SelectionSortGPT,SORTED,10000,9,119.84
SelectionSortGPT,SORTED,10000,10,120.25
SelectionSortGPT,SORTED,10000,11,123.79
SelectionSortGPT,SORTED,10000,12,119.91
SelectionSortGPT,SORTED,10000,13,121.16
SelectionSortGPT,SORTED,10000,14,123.43
SelectionSortGPT,SORTED,10000,15,120.40
SelectionSortGPT,SORTED,10000,16,121.36
SelectionSortGPT,SORTED,10000,17,122.73
SelectionSortGPT,SORTED,10000,18,119.80
SelectionSortGPT,SORTED,10000,19,120.58
SelectionSortGPT,SORTED,10000,20,122.43
SelectionSortGPT,SORTED,10000,21,119.65
SelectionSortGPT,SORTED,10000,22,119.82
SelectionSortGPT,SORTED,10000,23,121.74
SelectionSortGPT,SORTED,10000,24,120.05
SelectionSortGPT,SORTED,10000,25,120.29
SelectionSortGPT,SORTED,10000,26,121.47
SelectionSortGPT,SORTED,10000,27,119.77
SelectionSortGPT,SORTED,10000,28,120.54
SelectionSortGPT,SORTED,10000,29,120.68
SelectionSortGPT,SORTED,10000,30,121.15
SelectionSortGPT,SORTED,10000,31,119.41
SelectionSortGPT,SORTED,10000,32,119.36
SelectionSortGPT,SORTED,10000,33,120.05
SelectionSortGPT,SORTED,10000,34,120.08
SelectionSortGPT,SORTED,10000,35,120.31
SelectionSortGPT,SORTED,10000,36,119.40
SelectionSortGPT,SORTED,10000,37,119.65
SelectionSortGPT,SORTED,10000,38,121.67
SelectionSortGPT,SORTED,10000,39,119.76
SelectionSortGPT,SORTED,10000,40,120.83
SelectionSortGPT,SORTED,10000,41,119.68
SelectionSortGPT,SORTED,10000,42,122.56
SelectionSortGPT,SORTED,10000,43,121.59
SelectionSortGPT,SORTED,10000,44,120.00
SelectionSortGPT,SORTED,10000,45,120.09
SelectionSortGPT,SORTED,10000,46,122.35
SelectionSortGPT,SORTED,10000,47,119.92
SelectionSortGPT,SORTED,10000,48,120.22
SelectionSortGPT,SORTED,10000,49,121.79
SelectionSortGPT,SORTED,10000,50,120.16
SelectionSortGPT,REVERSE_SORTED,1000,1,1.20
SelectionSortGPT,REVERSE_SORTED,1000,2,1.21
SelectionSortGPT,REVERSE_SORTED,1000,3,1.20
SelectionSortGPT,REVERSE_SORTED,1000,4,1.21
SelectionSortGPT,REVERSE_SORTED,1000,5,1.21
SelectionSortGPT,REVERSE_SORTED,1000,6,1.21
SelectionSortGPT,REVERSE_SORTED,1000,7,1.23
SelectionSortGPT,REVERSE_SORTED,1000,8,1.21
SelectionSortGPT,REVERSE_SORTED,1000,9,1.23
SelectionSortGPT,REVERSE_SORTED,1000,10,1.22
SelectionSortGPT,REVERSE_SORTED,1000,11,1.20
SelectionSortGPT,REVERSE_SORTED,1000,12,1.21
SelectionSortGPT,REVERSE_SORTED,1000,13,1.20
SelectionSortGPT,REVERSE_SORTED,1000,14,1.21
SelectionSortGPT,REVERSE_SORTED,1000,15,1.38
SelectionSortGPT,REVERSE_SORTED,1000,16,1.21
SelectionSortGPT,REVERSE_SORTED,1000,17,1.20
SelectionSortGPT,REVERSE_SORTED,1000,18,1.21
SelectionSortGPT,REVERSE_SORTED,1000,19,1.21
SelectionSortGPT,REVERSE_SORTED,1000,20,1.21
SelectionSortGPT,REVERSE_SORTED,1000,21,1.20
SelectionSortGPT,REVERSE_SORTED,1000,22,1.20
SelectionSortGPT,REVERSE_SORTED,1000,23,1.25
SelectionSortGPT,REVERSE_SORTED,1000,24,1.20
SelectionSortGPT,REVERSE_SORTED,1000,25,1.22
SelectionSortGPT,REVERSE_SORTED,1000,26,1.20
SelectionSortGPT,REVERSE_SORTED,1000,27,1.20
SelectionSortGPT,REVERSE_SORTED,1000,28,1.23
SelectionSortGPT,REVERSE_SORTED,1000,29,1.22
SelectionSortGPT,REVERSE_SORTED,1000,30,1.25
SelectionSortGPT,REVERSE_SORTED,1000,31,1.20
SelectionSortGPT,REVERSE_SORTED,1000,32,1.20
SelectionSortGPT,REVERSE_SORTED,1000,33,1.19
SelectionSortGPT,REVERSE_SORTED,1000,34,1.20
SelectionSortGPT,REVERSE_SORTED,1000,35,1.24
SelectionSortGPT,REVERSE_SORTED,1000,36,1.20
SelectionSortGPT,REVERSE_SORTED,1000,37,1.31
SelectionSortGPT,REVERSE_SORTED,1000,38,1.36
SelectionSortGPT,REVERSE_SORTED,1000,39,1.43
SelectionSortGPT,REVERSE_SORTED,1000,40,1.43
SelectionSortGPT,REVERSE_SORTED,1000,41,1.23
SelectionSortGPT,REVERSE_SORTED,1000,42,1.31
SelectionSortGPT,REVERSE_SORTED,1000,43,1.24
SelectionSortGPT,REVERSE_SORTED,1000,44,1.44
SelectionSortGPT,REVERSE_SORTED,1000,45,1.22
SelectionSortGPT,REVERSE_SORTED,1000,46,1.20
SelectionSortGPT,REVERSE_SORTED,1000,47,1.20
SelectionSortGPT,REVERSE_SORTED,1000,48,1.20
SelectionSortGPT,REVERSE_SORTED,1000,49,1.20
SelectionSortGPT,REVERSE_SORTED,1000,50,1.20
SelectionSortGPT,REVERSE_SORTED,5000,1,32.05
SelectionSortGPT,REVERSE_SORTED,5000,2,29.88
SelectionSortGPT,REVERSE_SORTED,5000,3,30.61
SelectionSortGPT,REVERSE_SORTED,5000,4,30.97
SelectionSortGPT,REVERSE_SORTED,5000,5,31.62
SelectionSortGPT,REVERSE_SORTED,5000,6,30.91
SelectionSortGPT,REVERSE_SORTED,5000,7,30.50
SelectionSortGPT,REVERSE_SORTED,5000,8,31.16
SelectionSortGPT,REVERSE_SORTED,5000,9,30.50
SelectionSortGPT,REVERSE_SORTED,5000,10,32.37
SelectionSortGPT,REVERSE_SORTED,5000,11,30.75
SelectionSortGPT,REVERSE_SORTED,5000,12,30.75
SelectionSortGPT,REVERSE_SORTED,5000,13,30.68
SelectionSortGPT,REVERSE_SORTED,5000,14,30.93
SelectionSortGPT,REVERSE_SORTED,5000,15,30.97
SelectionSortGPT,REVERSE_SORTED,5000,16,33.33
SelectionSortGPT,REVERSE_SORTED,5000,17,30.35
SelectionSortGPT,REVERSE_SORTED,5000,18,30.22
SelectionSortGPT,REVERSE_SORTED,5000,19,30.37
SelectionSortGPT,REVERSE_SORTED,5000,20,30.64
SelectionSortGPT,REVERSE_SORTED,5000,21,30.56
SelectionSortGPT,REVERSE_SORTED,5000,22,30.48
SelectionSortGPT,REVERSE_SORTED,5000,23,30.48
SelectionSortGPT,REVERSE_SORTED,5000,24,32.76
SelectionSortGPT,REVERSE_SORTED,5000,25,30.42
SelectionSortGPT,REVERSE_SORTED,5000,26,30.51
SelectionSortGPT,REVERSE_SORTED,5000,27,31.51
SelectionSortGPT,REVERSE_SORTED,5000,28,32.38
SelectionSortGPT,REVERSE_SORTED,5000,29,30.28
SelectionSortGPT,REVERSE_SORTED,5000,30,33.09
SelectionSortGPT,REVERSE_SORTED,5000,31,30.74
SelectionSortGPT,REVERSE_SORTED,5000,32,30.74
SelectionSortGPT,REVERSE_SORTED,5000,33,30.23
SelectionSortGPT,REVERSE_SORTED,5000,34,30.48
SelectionSortGPT,REVERSE_SORTED,5000,35,30.19
SelectionSortGPT,REVERSE_SORTED,5000,36,30.41
SelectionSortGPT,REVERSE_SORTED,5000,37,31.95
SelectionSortGPT,REVERSE_SORTED,5000,38,30.46
SelectionSortGPT,REVERSE_SORTED,5000,39,30.67
SelectionSortGPT,REVERSE_SORTED,5000,40,30.38
SelectionSortGPT,REVERSE_SORTED,5000,41,30.32
SelectionSortGPT,REVERSE_SORTED,5000,42,30.35
SelectionSortGPT,REVERSE_SORTED,5000,43,30.50
SelectionSortGPT,REVERSE_SORTED,5000,44,31.19
SelectionSortGPT,REVERSE_SORTED,5000,45,30.25
SelectionSortGPT,REVERSE_SORTED,5000,46,30.90
SelectionSortGPT,REVERSE_SORTED,5000,47,31.38
SelectionSortGPT,REVERSE_SORTED,5000,48,30.89
SelectionSortGPT,REVERSE_SORTED,5000,49,34.20
SelectionSortGPT,REVERSE_SORTED,5000,50,30.68
SelectionSortGPT,REVERSE_SORTED,10000,1,121.55
SelectionSortGPT,REVERSE_SORTED,10000,2,122.30
SelectionSortGPT,REVERSE_SORTED,10000,3,122.30
SelectionSortGPT,REVERSE_SORTED,10000,4,120.72
SelectionSortGPT,REVERSE_SORTED,10000,5,121.64
SelectionSortGPT,REVERSE_SORTED,10000,6,120.95
SelectionSortGPT,REVERSE_SORTED,10000,7,127.22
SelectionSortGPT,REVERSE_SORTED,10000,8,121.17
SelectionSortGPT,REVERSE_SORTED,10000,9,121.46
SelectionSortGPT,REVERSE_SORTED,10000,10,122.62
SelectionSortGPT,REVERSE_SORTED,10000,11,121.09
SelectionSortGPT,REVERSE_SORTED,10000,12,121.65
SelectionSortGPT,REVERSE_SORTED,10000,13,122.08
SelectionSortGPT,REVERSE_SORTED,10000,14,121.19
SelectionSortGPT,REVERSE_SORTED,10000,15,120.32
SelectionSortGPT,REVERSE_SORTED,10000,16,121.02
SelectionSortGPT,REVERSE_SORTED,10000,17,122.17
SelectionSortGPT,REVERSE_SORTED,10000,18,125.83
SelectionSortGPT,REVERSE_SORTED,10000,19,121.27
SelectionSortGPT,REVERSE_SORTED,10000,20,121.73
SelectionSortGPT,REVERSE_SORTED,10000,21,120.90
SelectionSortGPT,REVERSE_SORTED,10000,22,121.73
SelectionSortGPT,REVERSE_SORTED,10000,23,121.00
SelectionSortGPT,REVERSE_SORTED,10000,24,123.24
SelectionSortGPT,REVERSE_SORTED,10000,25,122.10
SelectionSortGPT,REVERSE_SORTED,10000,26,120.65
SelectionSortGPT,REVERSE_SORTED,10000,27,120.89
SelectionSortGPT,REVERSE_SORTED,10000,28,121.58
SelectionSortGPT,REVERSE_SORTED,10000,29,120.41
SelectionSortGPT,REVERSE_SORTED,10000,30,119.94
SelectionSortGPT,REVERSE_SORTED,10000,31,121.30
SelectionSortGPT,REVERSE_SORTED,10000,32,121.05
SelectionSortGPT,REVERSE_SORTED,10000,33,123.10
SelectionSortGPT,REVERSE_SORTED,10000,34,121.03
SelectionSortGPT,REVERSE_SORTED,10000,35,121.53
SelectionSortGPT,REVERSE_SORTED,10000,36,120.86
SelectionSortGPT,REVERSE_SORTED,10000,37,122.71
SelectionSortGPT,REVERSE_SORTED,10000,38,120.98
SelectionSortGPT,REVERSE_SORTED,10000,39,121.81
SelectionSortGPT,REVERSE_SORTED,10000,40,121.96
SelectionSortGPT,REVERSE_SORTED,10000,41,124.45
SelectionSortGPT,REVERSE_SORTED,10000,42,134.92
SelectionSortGPT,REVERSE_SORTED,10000,43,134.72
SelectionSortGPT,REVERSE_SORTED,10000,44,134.81
SelectionSortGPT,REVERSE_SORTED,10000,45,133.76
SelectionSortGPT,REVERSE_SORTED,10000,46,135.43
SelectionSortGPT,REVERSE_SORTED,10000,47,135.38
SelectionSortGPT,REVERSE_SORTED,10000,48,133.88
SelectionSortGPT,REVERSE_SORTED,10000,49,134.63
SelectionSortGPT,REVERSE_SORTED,10000,50,135.12
SelectionSortGPT,ALL_EQUAL,1000,1,1.58
SelectionSortGPT,ALL_EQUAL,1000,2,1.55
SelectionSortGPT,ALL_EQUAL,1000,3,1.50
SelectionSortGPT,ALL_EQUAL,1000,4,1.40
SelectionSortGPT,ALL_EQUAL,1000,5,1.52
SelectionSortGPT,ALL_EQUAL,1000,6,1.47
SelectionSortGPT,ALL_EQUAL,1000,7,1.47
SelectionSortGPT,ALL_EQUAL,1000,8,1.48
SelectionSortGPT,ALL_EQUAL,1000,9,1.48
SelectionSortGPT,ALL_EQUAL,1000,10,1.52
SelectionSortGPT,ALL_EQUAL,1000,11,1.47
SelectionSortGPT,ALL_EQUAL,1000,12,1.49
SelectionSortGPT,ALL_EQUAL,1000,13,1.45
SelectionSortGPT,ALL_EQUAL,1000,14,1.48
SelectionSortGPT,ALL_EQUAL,1000,15,1.49
SelectionSortGPT,ALL_EQUAL,1000,16,1.48
SelectionSortGPT,ALL_EQUAL,1000,17,1.75
SelectionSortGPT,ALL_EQUAL,1000,18,1.44
SelectionSortGPT,ALL_EQUAL,1000,19,1.45
SelectionSortGPT,ALL_EQUAL,1000,20,1.45
SelectionSortGPT,ALL_EQUAL,1000,21,1.46
SelectionSortGPT,ALL_EQUAL,1000,22,1.46
SelectionSortGPT,ALL_EQUAL,1000,23,1.46
SelectionSortGPT,ALL_EQUAL,1000,24,1.49
SelectionSortGPT,ALL_EQUAL,1000,25,1.46
SelectionSortGPT,ALL_EQUAL,1000,26,1.47
SelectionSortGPT,ALL_EQUAL,1000,27,1.49
SelectionSortGPT,ALL_EQUAL,1000,28,1.50
SelectionSortGPT,ALL_EQUAL,1000,29,1.45
SelectionSortGPT,ALL_EQUAL,1000,30,1.44
SelectionSortGPT,ALL_EQUAL,1000,31,1.45
SelectionSortGPT,ALL_EQUAL,1000,32,1.47
SelectionSortGPT,ALL_EQUAL,1000,33,1.44
SelectionSortGPT,ALL_EQUAL,1000,34,1.47
SelectionSortGPT,ALL_EQUAL,1000,35,1.50
SelectionSortGPT,ALL_EQUAL,1000,36,1.47
SelectionSortGPT,ALL_EQUAL,1000,37,1.45
SelectionSortGPT,ALL_EQUAL,1000,38,1.47
SelectionSortGPT,ALL_EQUAL,1000,39,1.43
SelectionSortGPT,ALL_EQUAL,1000,40,1.50
SelectionSortGPT,ALL_EQUAL,1000,41,1.46
SelectionSortGPT,ALL_EQUAL,1000,42,1.47
SelectionSortGPT,ALL_EQUAL,1000,43,1.45
SelectionSortGPT,ALL_EQUAL,1000,44,1.50
SelectionSortGPT,ALL_EQUAL,1000,45,1.50
SelectionSortGPT,ALL_EQUAL,1000,46,1.48
SelectionSortGPT,ALL_EQUAL,1000,47,1.45
SelectionSortGPT,ALL_EQUAL,1000,48,1.58
SelectionSortGPT,ALL_EQUAL,1000,49,1.45
SelectionSortGPT,ALL_EQUAL,1000,50,1.50
SelectionSortGPT,ALL_EQUAL,5000,1,35.32
SelectionSortGPT,ALL_EQUAL,5000,2,37.45
SelectionSortGPT,ALL_EQUAL,5000,3,35.45
SelectionSortGPT,ALL_EQUAL,5000,4,35.23
SelectionSortGPT,ALL_EQUAL,5000,5,35.65
SelectionSortGPT,ALL_EQUAL,5000,6,35.56
SelectionSortGPT,ALL_EQUAL,5000,7,35.76
SelectionSortGPT,ALL_EQUAL,5000,8,35.64
SelectionSortGPT,ALL_EQUAL,5000,9,36.24
SelectionSortGPT,ALL_EQUAL,5000,10,35.72
SelectionSortGPT,ALL_EQUAL,5000,11,36.00
SelectionSortGPT,ALL_EQUAL,5000,12,35.38
SelectionSortGPT,ALL_EQUAL,5000,13,35.54
SelectionSortGPT,ALL_EQUAL,5000,14,35.37
SelectionSortGPT,ALL_EQUAL,5000,15,35.42
SelectionSortGPT,ALL_EQUAL,5000,16,35.53
SelectionSortGPT,ALL_EQUAL,5000,17,35.48
SelectionSortGPT,ALL_EQUAL,5000,18,35.45
SelectionSortGPT,ALL_EQUAL,5000,19,37.98
SelectionSortGPT,ALL_EQUAL,5000,20,35.51
SelectionSortGPT,ALL_EQUAL,5000,21,36.21
SelectionSortGPT,ALL_EQUAL,5000,22,35.44
SelectionSortGPT,ALL_EQUAL,5000,23,36.22
SelectionSortGPT,ALL_EQUAL,5000,24,35.58
SelectionSortGPT,ALL_EQUAL,5000,25,35.72
SelectionSortGPT,ALL_EQUAL,5000,26,35.49
SelectionSortGPT,ALL_EQUAL,5000,27,35.63
SelectionSortGPT,ALL_EQUAL,5000,28,35.49
SelectionSortGPT,ALL_EQUAL,5000,29,35.46
SelectionSortGPT,ALL_EQUAL,5000,30,35.69
SelectionSortGPT,ALL_EQUAL,5000,31,35.34
SelectionSortGPT,ALL_EQUAL,5000,32,35.34
SelectionSortGPT,ALL_EQUAL,5000,33,36.57
SelectionSortGPT,ALL_EQUAL,5000,34,35.52
SelectionSortGPT,ALL_EQUAL,5000,35,35.44
SelectionSortGPT,ALL_EQUAL,5000,36,35.26
SelectionSortGPT,ALL_EQUAL,5000,37,35.42
SelectionSortGPT,ALL_EQUAL,5000,38,35.70
SelectionSortGPT,ALL_EQUAL,5000,39,35.16
SelectionSortGPT,ALL_EQUAL,5000,40,36.69
SelectionSortGPT,ALL_EQUAL,5000,41,35.98
SelectionSortGPT,ALL_EQUAL,5000,42,36.49
SelectionSortGPT,ALL_EQUAL,5000,43,36.26
SelectionSortGPT,ALL_EQUAL,5000,44,35.74
SelectionSortGPT,ALL_EQUAL,5000,45,36.28
SelectionSortGPT,ALL_EQUAL,5000,46,35.49
SelectionSortGPT,ALL_EQUAL,5000,47,36.13
SelectionSortGPT,ALL_EQUAL,5000,48,35.55
SelectionSortGPT,ALL_EQUAL,5000,49,35.97
SelectionSortGPT,ALL_EQUAL,5000,50,35.21
SelectionSortGPT,ALL_EQUAL,10000,1,142.72
SelectionSortGPT,ALL_EQUAL,10000,2,142.87
SelectionSortGPT,ALL_EQUAL,10000,3,143.01
SelectionSortGPT,ALL_EQUAL,10000,4,141.86
SelectionSortGPT,ALL_EQUAL,10000,5,142.38
SelectionSortGPT,ALL_EQUAL,10000,6,143.31
SelectionSortGPT,ALL_EQUAL,10000,7,142.33
SelectionSortGPT,ALL_EQUAL,10000,8,146.04
SelectionSortGPT,ALL_EQUAL,10000,9,143.07
SelectionSortGPT,ALL_EQUAL,10000,10,142.13
SelectionSortGPT,ALL_EQUAL,10000,11,142.10
SelectionSortGPT,ALL_EQUAL,10000,12,143.98
SelectionSortGPT,ALL_EQUAL,10000,13,143.57
SelectionSortGPT,ALL_EQUAL,10000,14,142.21
SelectionSortGPT,ALL_EQUAL,10000,15,142.53
SelectionSortGPT,ALL_EQUAL,10000,16,145.90
SelectionSortGPT,ALL_EQUAL,10000,17,145.07
SelectionSortGPT,ALL_EQUAL,10000,18,146.14
SelectionSortGPT,ALL_EQUAL,10000,19,144.58
SelectionSortGPT,ALL_EQUAL,10000,20,143.71
SelectionSortGPT,ALL_EQUAL,10000,21,143.20
SelectionSortGPT,ALL_EQUAL,10000,22,143.29
SelectionSortGPT,ALL_EQUAL,10000,23,142.02
SelectionSortGPT,ALL_EQUAL,10000,24,142.64
SelectionSortGPT,ALL_EQUAL,10000,25,142.83
SelectionSortGPT,ALL_EQUAL,10000,26,144.10
SelectionSortGPT,ALL_EQUAL,10000,27,143.30
SelectionSortGPT,ALL_EQUAL,10000,28,142.56
SelectionSortGPT,ALL_EQUAL,10000,29,141.97
SelectionSortGPT,ALL_EQUAL,10000,30,141.93
SelectionSortGPT,ALL_EQUAL,10000,31,148.62
SelectionSortGPT,ALL_EQUAL,10000,32,143.88
SelectionSortGPT,ALL_EQUAL,10000,33,142.84
SelectionSortGPT,ALL_EQUAL,10000,34,141.95
SelectionSortGPT,ALL_EQUAL,10000,35,142.76
SelectionSortGPT,ALL_EQUAL,10000,36,143.39
SelectionSortGPT,ALL_EQUAL,10000,37,143.56
SelectionSortGPT,ALL_EQUAL,10000,38,142.90
SelectionSortGPT,ALL_EQUAL,10000,39,143.08
SelectionSortGPT,ALL_EQUAL,10000,40,142.85
SelectionSortGPT,ALL_EQUAL,10000,41,142.18
SelectionSortGPT,ALL_EQUAL,10000,42,143.26
SelectionSortGPT,ALL_EQUAL,10000,43,144.62
SelectionSortGPT,ALL_EQUAL,10000,44,148.86
SelectionSortGPT,ALL_EQUAL,10000,45,144.09
SelectionSortGPT,ALL_EQUAL,10000,46,143.86
SelectionSortGPT,ALL_EQUAL,10000,47,146.75
SelectionSortGPT,ALL_EQUAL,10000,48,142.59
SelectionSortGPT,ALL_EQUAL,10000,49,144.73
SelectionSortGPT,ALL_EQUAL,10000,50,142.55
SelectionSortGPT,BLOCK_SORTED,1000,1,1.35
SelectionSortGPT,BLOCK_SORTED,1000,2,1.36
